Sale_ID,Customer_ID,Car_ID,Sale_Date,Quantity,Sale_Price,Payment_Method,Salesperson,,Customer_Type
S04415,CU1681,C0436,29-04-2025,1,86269,Credit,Jonathan Liu,,New Customer
S04416,CU0248,C0108,08-08-2024,1,67383,Credit,Jeanne Mckee,,New Customer
S04417,CU0819,C0117,05-10-2023,1,60923,Credit,Derek Williams,,New Customer
S04418,CU0567,C0323,09-09-2023,2,35453,Credit,Paul Dunn,,Repeating Customer
S04419,CU0716,C0028,20-02-2024,3,91329,Installment,John Sanchez,,Loyal Customer
S04420,CU0718,C0258,07-05-2023,3,87859,Credit,Eric Richard,,Loyal Customer
S04421,CU0494,C0112,20-03-2024,2,89550,Credit,Kim Bradley,,Repeating Customer
S04422,CU1937,C0117,28-07-2025,3,18853,Credit,Brittany Evans,,Loyal Customer
S04423,CU1111,C0313,06-09-2023,3,85122,Installment,Joshua Robles,,Loyal Customer
S04424,CU0616,C0198,26-04-2023,1,83384,Credit,Chelsea Rhodes,,New Customer
S04425,CU1530,C0427,19-04-2025,1,71222,Installment,Christopher Ray,,New Customer
S04426,CU1840,C0382,16-10-2024,1,40913,Installment,Mike Hartman,,New Customer
S04427,CU1098,C0273,16-07-2023,2,70874,Installment,Susan Dunn,,Repeating Customer
S04428,CU0526,C0152,05-06-2023,2,31482,Credit,Steven Barrera,,Repeating Customer
S04429,CU1670,C0151,18-11-2024,2,43887,Credit,Emily Wood,,Repeating Customer
S04430,CU1218,C0213,21-10-2023,2,59277,Cash,Carol Campbell,,Repeating Customer
S04431,CU1687,C0049,11-12-2023,3,37646,Cash,Pamela Parsons,,Loyal Customer
S04432,CU1001,C0047,26-02-2023,2,48854,Cash,Danielle Bennett DDS,,Repeating Customer
S04433,CU1338,C0180,06-05-2023,1,32336,Installment,Robert Lynn,,New Customer
S04434,CU0463,C0227,01-03-2025,2,96819,Credit,Dalton Hicks,,Repeating Customer
S04435,CU0470,C0226,24-10-2023,2,34142,Cash,Bianca Hester MD,,Repeating Customer
S04436,CU1264,C0418,19-04-2024,2,58198,Credit,Jasmine Mason,,Repeating Customer
S04437,CU0765,C0142,03-05-2025,2,20788,Installment,Karina Hernandez,,Repeating Customer
S04438,CU0159,C0183,19-01-2025,2,57181,Credit,Joseph Young,,Repeating Customer
S04439,CU1832,C0325,17-11-2022,1,92559,Installment,Shawn Singh,,New Customer
S04440,CU0970,C0449,10-11-2023,2,17642,Credit,Matthew Fuentes,,Repeating Customer
S04441,CU1461,C0088,15-06-2025,2,28570,Cash,Sara Baker,,Repeating Customer
S04442,CU1895,C0483,16-12-2024,3,51579,Credit,Jason Wright,,Loyal Customer
S04443,CU0332,C0467,12-10-2024,3,62715,Credit,Melinda Anderson MD,,Loyal Customer
S04444,CU0389,C0489,07-11-2023,3,92607,Cash,Gary Crawford,,Loyal Customer
S04445,CU0335,C0488,30-05-2023,3,42827,Credit,Jon Hardy,,Loyal Customer
S04446,CU0558,C0329,27-08-2024,1,43070,Cash,Carly Coleman,,New Customer
S04447,CU0403,C0043,26-04-2024,1,55755,Cash,Joshua Harding,,New Customer
S04448,CU0966,C0122,10-03-2025,1,89369,Cash,Joshua Hill,,New Customer
S04449,CU1470,C0111,07-01-2023,1,82336,Cash,Marie Crawford,,New Customer
S04450,CU1742,C0231,25-06-2024,1,73586,Credit,Peter Guzman,,New Customer
S04451,CU0113,C0285,09-04-2024,2,76464,Credit,Jeremiah Coleman,,Repeating Customer
S04452,CU1692,C0210,12-01-2025,2,77689,Credit,Eric Howell,,Repeating Customer
S04453,CU0673,C0306,25-05-2023,2,72144,Installment,Emily Gonzales,,Repeating Customer
S04454,CU1156,C0369,28-04-2023,3,81957,Installment,Megan Erickson,,Loyal Customer
S04455,CU1453,C0045,21-05-2024,1,96778,Installment,Edward Dudley,,New Customer
S04456,CU1033,C0193,07-10-2024,3,45484,Cash,Robert Frazier,,Loyal Customer
S04457,CU0030,C0362,10-02-2024,2,56451,Installment,Monica Anderson,,Repeating Customer
S04458,CU1654,C0119,26-09-2024,3,22788,Credit,Kevin Warren,,Loyal Customer
S04459,CU0761,C0490,06-02-2023,3,22085,Credit,Sandra Chang,,Loyal Customer
S04460,CU1620,C0166,21-08-2025,1,86445,Credit,Jesse Foster,,New Customer
S04461,CU0961,C0091,01-12-2022,1,46264,Credit,Stephanie Austin,,New Customer
S04462,CU0411,C0205,16-11-2022,2,82944,Cash,Jimmy Harvey,,Repeating Customer
S04463,CU0485,C0305,07-03-2025,3,63631,Credit,Kathleen Deleon,,Loyal Customer
S04464,CU1464,C0091,02-02-2025,3,68997,Cash,Jeffrey Holloway,,Loyal Customer
S04465,CU0653,C0183,06-06-2023,3,71711,Credit,Kim Ponce,,Loyal Customer
S04466,CU0201,C0040,28-02-2025,2,72846,Credit,Kara Underwood,,Repeating Customer
S04467,CU0805,C0163,23-08-2024,1,57884,Credit,Noah Osborn,,New Customer
S04468,CU0272,C0013,06-10-2025,3,87278,Installment,Stephen Davis,,Loyal Customer
S04469,CU1557,C0017,31-07-2023,2,40379,Cash,Lydia Peterson,,Repeating Customer
S04470,CU0558,C0349,17-07-2023,1,73505,Credit,Jose Miller,,New Customer
S04471,CU0627,C0384,10-10-2024,2,56602,Credit,Renee Velasquez,,Repeating Customer
S04472,CU0028,C0194,16-05-2023,1,65737,Installment,Daniel Ramirez,,New Customer
S04473,CU1910,C0118,12-03-2025,2,47951,Credit,Amanda House,,Repeating Customer
S04474,CU1033,C0481,05-04-2025,3,41696,Cash,Nicole Hawkins,,Loyal Customer
S04475,CU0144,C0282,22-09-2025,2,61318,Cash,Morgan Hawkins,,Repeating Customer
S04476,CU1706,C0450,08-01-2023,3,60648,Installment,Jessica Kelly,,Loyal Customer
S04477,CU1089,C0203,22-02-2025,1,83374,Installment,Jenna Marquez,,New Customer
S04478,CU1583,C0222,14-08-2025,1,54208,Credit,Richard Valdez,,New Customer
S04479,CU1805,C0459,07-12-2022,2,75704,Cash,Edward Lowe,,Repeating Customer
S04480,CU1973,C0476,18-08-2024,2,88905,Cash,Michelle Pena DVM,,Repeating Customer
S04481,CU0703,C0229,07-11-2024,2,90386,Credit,David Carr,,Repeating Customer
S04482,CU0673,C0462,19-01-2024,1,93614,Installment,Marcus Huber,,New Customer
S04483,CU1166,C0319,16-08-2025,2,93845,Credit,Mary Cruz,,Repeating Customer
S04484,CU0389,C0494,16-10-2025,3,46347,Installment,Kimberly Serrano,,Loyal Customer
S04485,CU1118,C0302,11-02-2024,2,55778,Installment,Todd Reyes,,Repeating Customer
S04486,CU0913,C0500,06-04-2024,1,46173,Credit,Michael Wallace,,New Customer
S04487,CU0562,C0012,29-05-2024,2,75519,Credit,James Fernandez,,Repeating Customer
S04488,CU1129,C0322,07-06-2024,3,85556,Installment,Mary Garza MD,,Loyal Customer
S04489,CU0495,C0384,28-05-2025,1,79435,Cash,Cody Gutierrez,,New Customer
S04490,CU1774,C0358,26-06-2024,1,99090,Installment,Warren Bauer,,New Customer
S04491,CU1544,C0139,24-05-2025,3,51484,Cash,Lauren Miranda,,Loyal Customer
S04492,CU0807,C0084,17-11-2022,3,23599,Installment,Richard Stafford,,Loyal Customer
S04493,CU0375,C0420,24-12-2022,2,34955,Installment,Crystal Mcgrath,,Repeating Customer
S04494,CU0825,C0487,30-08-2023,1,49512,Installment,Brenda Mckee,,New Customer
S04495,CU1354,C0055,20-05-2023,1,71680,Credit,Brandi Diaz,,New Customer
S04496,CU1264,C0247,26-05-2024,2,48301,Cash,Nathan Hunt,,Repeating Customer
S04497,CU1008,C0041,27-01-2025,1,65790,Credit,Edward Roy,,New Customer
S04498,CU0102,C0277,08-02-2025,2,70084,Credit,Mr. James Barnes,,Repeating Customer
S04499,CU1117,C0345,18-06-2025,3,22269,Cash,Raymond Garcia,,Loyal Customer
S04500,CU0497,C0369,21-07-2024,2,36479,Installment,Nicole Waller,,Repeating Customer
S04501,CU1807,C0014,25-12-2022,2,41168,Installment,Bradley Ward,,Repeating Customer
S04502,CU1499,C0372,23-05-2024,3,97973,Cash,Joseph Johnson,,Loyal Customer
S04503,CU0264,C0148,03-07-2025,3,83689,Cash,Adam Gross,,Loyal Customer
S04504,CU0692,C0124,04-01-2025,1,99315,Credit,Anna Garner,,New Customer
S04505,CU1773,C0009,08-07-2024,3,48280,Cash,Johnny Dunlap,,Loyal Customer
S04506,CU0956,C0003,15-05-2023,3,46467,Installment,John Sandoval,,Loyal Customer
S04507,CU0466,C0366,09-07-2024,3,72226,Cash,Christopher Alexander,,Loyal Customer
S04508,CU0451,C0437,18-10-2023,2,35219,Cash,David Burgess,,Repeating Customer
S04509,CU0244,C0129,21-03-2025,2,31787,Credit,Margaret White,,Repeating Customer
S04510,CU0455,C0497,20-11-2023,1,66707,Installment,James Harrison,,New Customer
S04511,CU1040,C0040,22-07-2024,2,63823,Installment,Jason Wheeler,,Repeating Customer
S04512,CU1824,C0195,21-06-2024,3,23498,Credit,Eric Smith,,Loyal Customer
S04513,CU1002,C0360,22-05-2025,3,55890,Credit,Brian Cannon,,Loyal Customer
S04514,CU1680,C0097,15-06-2024,3,50167,Cash,Jose Mccall,,Loyal Customer
S04515,CU0796,C0265,26-05-2025,1,80356,Installment,Peter Roberts,,New Customer
S04516,CU0675,C0359,18-03-2023,2,75646,Credit,Jennifer Williams,,Repeating Customer
S04517,CU0839,C0243,20-09-2023,1,99969,Cash,Laura Rivers,,New Customer
S04518,CU0627,C0178,29-06-2023,2,37691,Cash,Cassandra Palmer,,Repeating Customer
S04519,CU1320,C0089,09-12-2023,3,66038,Credit,Abigail Carpenter,,Loyal Customer
S04520,CU1334,C0048,13-10-2025,2,91580,Credit,Jacob Foster,,Repeating Customer
S04521,CU0672,C0135,27-06-2023,2,91943,Credit,Aaron Fitzgerald,,Repeating Customer
S04522,CU0206,C0019,11-03-2025,2,37390,Installment,Jennifer Oliver,,Repeating Customer
S04523,CU0158,C0001,09-04-2025,1,27070,Credit,Jeffrey Choi,,New Customer
S04524,CU0882,C0374,08-10-2023,3,15558,Installment,Julie Marshall,,Loyal Customer
S04525,CU0517,C0329,28-06-2024,1,45913,Installment,Lori Campbell,,New Customer
S04526,CU1591,C0118,25-02-2025,3,18591,Credit,Maria Kelley,,Loyal Customer
S04527,CU1246,C0044,10-12-2023,3,96944,Cash,Ashley Luna,,Loyal Customer
S04528,CU1048,C0033,21-11-2023,3,48972,Installment,Jonathan Sullivan,,Loyal Customer
S04529,CU1636,C0435,19-05-2024,3,44268,Credit,John White,,Loyal Customer
S04530,CU0234,C0031,01-06-2025,1,80544,Installment,Monica Khan,,New Customer
S04531,CU1866,C0018,27-03-2023,1,18167,Credit,Erin Bennett,,New Customer
S04532,CU1332,C0458,14-12-2022,2,78730,Cash,Nicholas Edwards,,Repeating Customer
S04533,CU0375,C0296,28-04-2024,1,80943,Installment,Michael Woodward,,New Customer
S04534,CU0982,C0382,04-11-2023,3,23171,Cash,Teresa Knapp,,Loyal Customer
S04535,CU1968,C0450,05-11-2023,3,32374,Installment,Kevin Davies,,Loyal Customer
S04536,CU1581,C0033,01-01-2025,2,63144,Credit,Charles Weaver,,Repeating Customer
S04537,CU0555,C0439,09-01-2025,2,81397,Cash,Taylor Baker,,Repeating Customer
S04538,CU0829,C0265,13-12-2022,3,25414,Cash,Brandon Flores,,Loyal Customer
S04539,CU1998,C0413,26-08-2024,2,65961,Credit,Cindy Pacheco,,Repeating Customer
S04540,CU1450,C0135,08-04-2024,1,32485,Cash,Elizabeth Wagner,,New Customer
S04541,CU0878,C0281,13-04-2024,2,38551,Installment,Hector Cooper,,Repeating Customer
S04542,CU1051,C0087,04-11-2022,3,34924,Installment,Damon Perez,,Loyal Customer
S04543,CU1717,C0236,21-12-2023,2,38559,Credit,Maria Howell,,Repeating Customer
S04544,CU0384,C0165,03-10-2023,3,93008,Cash,Joshua Clark,,Loyal Customer
S04545,CU1079,C0244,18-02-2024,1,24952,Cash,Jason Murray,,New Customer
S04546,CU0318,C0327,05-05-2024,1,59089,Installment,Michael Camacho,,New Customer
S04547,CU1826,C0300,12-07-2023,3,18174,Credit,Ashley Perez,,Loyal Customer
S04548,CU1154,C0493,26-06-2023,2,81514,Cash,Deborah Gonzalez,,Repeating Customer
S04549,CU1583,C0059,13-02-2025,2,78718,Credit,Rachel Walls,,Repeating Customer
S04550,CU1940,C0206,26-08-2025,2,27513,Installment,Michael Turner,,Repeating Customer
S04551,CU0547,C0350,26-07-2024,2,47737,Cash,Meredith Booth,,Repeating Customer
S04552,CU0798,C0258,01-04-2024,2,44869,Installment,Ricky Winters,,Repeating Customer
S04553,CU0843,C0045,07-03-2025,1,78290,Installment,David Matthews,,New Customer
S04554,CU1516,C0012,09-03-2024,2,65272,Installment,Brandon Campbell,,Repeating Customer
S04555,CU1472,C0140,31-08-2024,3,41203,Credit,Stephanie Duffy,,Loyal Customer
S04556,CU1048,C0215,01-07-2023,1,38217,Installment,Christopher Shannon,,New Customer
S04557,CU1802,C0426,21-08-2023,1,53860,Cash,Lauren Roberts,,New Customer
S04558,CU1561,C0127,10-05-2024,3,73387,Credit,Jason Rice,,Loyal Customer
S04559,CU0078,C0229,17-06-2023,1,31826,Credit,William Duran,,New Customer
S04560,CU1603,C0157,30-06-2024,3,17606,Credit,Heather Fuentes,,Loyal Customer
S04561,CU1315,C0359,29-06-2023,2,15976,Installment,Tara Day,,Repeating Customer
S04562,CU1289,C0416,02-09-2023,3,46933,Installment,Lisa Fowler,,Loyal Customer
S04563,CU1775,C0124,23-07-2023,3,48124,Cash,Richard Perry,,Loyal Customer
S04564,CU1406,C0288,21-11-2022,3,25864,Credit,Cathy Allen,,Loyal Customer
S04565,CU0649,C0061,20-04-2023,3,74086,Credit,Jared Riggs,,Loyal Customer
S04566,CU0243,C0187,03-08-2023,3,17139,Cash,Hannah Armstrong,,Loyal Customer
S04567,CU1597,C0083,02-06-2024,1,32209,Cash,Nicholas Fitzpatrick,,New Customer
S04568,CU1270,C0237,29-02-2024,1,85992,Installment,Dr. Christopher Barton,,New Customer
S04569,CU1315,C0107,03-03-2024,3,23413,Credit,Robert Reyes,,Loyal Customer
S04570,CU1495,C0275,17-07-2024,3,21545,Installment,Clifford Baxter,,Loyal Customer
S04571,CU0054,C0396,27-03-2024,1,85354,Installment,Mary Leon,,New Customer
S04572,CU0939,C0450,05-05-2025,1,74834,Credit,Sherri Peterson,,New Customer
S04573,CU1121,C0158,22-08-2024,1,94079,Credit,Shelly Jones,,New Customer
S04574,CU1436,C0229,21-12-2022,1,55875,Cash,Pamela Graham,,New Customer
S04575,CU0424,C0393,19-06-2024,1,45822,Cash,Michael Reed,,New Customer
S04576,CU0953,C0439,01-05-2024,3,72508,Cash,Nathan Ford,,Loyal Customer
S04577,CU1779,C0446,18-09-2023,2,20129,Cash,Brad Spencer,,Repeating Customer
S04578,CU1930,C0262,06-02-2025,1,90541,Installment,Tara Anderson,,New Customer
S04579,CU0514,C0092,08-04-2024,2,30788,Installment,Rachel Stewart,,Repeating Customer
S04580,CU1278,C0175,09-04-2025,1,45532,Cash,Denise Ball,,New Customer
S04581,CU0909,C0248,27-08-2024,2,22959,Cash,Tara Morris,,Repeating Customer
S04582,CU1960,C0071,16-04-2025,1,61219,Installment,Mr. Todd Taylor,,New Customer
S04583,CU1324,C0349,03-07-2024,3,22476,Installment,Jacqueline Leach,,Loyal Customer
S04584,CU0218,C0144,14-12-2022,1,48818,Credit,Brandon Vaughan,,New Customer
S04585,CU0495,C0069,07-05-2024,1,84261,Cash,Katherine Williams,,New Customer
S04586,CU1669,C0076,07-03-2024,2,62106,Cash,Jacob Madden,,Repeating Customer
S04587,CU1804,C0246,18-08-2024,3,48262,Cash,Christine Williams,,Loyal Customer
S04588,CU0196,C0285,06-07-2024,2,35159,Installment,Cynthia Patterson,,Repeating Customer
S04589,CU1404,C0172,02-06-2025,2,90508,Installment,John Potts,,Repeating Customer
S04590,CU1044,C0405,09-08-2024,1,47972,Credit,Michael Estrada,,New Customer
S04591,CU0153,C0297,03-09-2024,2,55524,Installment,Robert Stevens,,Repeating Customer
S04592,CU1994,C0286,13-12-2023,2,84430,Installment,Tonya Tanner,,Repeating Customer
S04593,CU0379,C0368,13-01-2023,1,49591,Installment,Mr. Glenn Howard,,New Customer
S04594,CU0053,C0078,02-12-2024,2,67412,Installment,Brent Burton,,Repeating Customer
S04595,CU1692,C0291,03-06-2023,1,27294,Cash,Jason Bauer,,New Customer
S04596,CU0873,C0470,08-07-2025,2,60454,Cash,Darin Roberts,,Repeating Customer
S04597,CU1470,C0263,12-10-2023,3,71495,Credit,Kayla Bradford,,Loyal Customer
S04598,CU1615,C0474,13-11-2022,2,98394,Installment,Steven Carpenter,,Repeating Customer
S04599,CU0291,C0181,30-06-2024,2,31717,Installment,Phillip Andrews,,Repeating Customer
S04600,CU1632,C0143,05-04-2023,1,89816,Cash,Jeffery Gray,,New Customer
S04601,CU0490,C0238,22-06-2023,1,93103,Credit,Jesse Johnson,,New Customer
S04602,CU0133,C0465,22-09-2024,2,54565,Installment,Mrs. Linda Brennan,,Repeating Customer
S04603,CU1597,C0055,21-03-2025,3,84401,Cash,Kimberly Wagner,,Loyal Customer
S04604,CU1629,C0001,21-08-2024,2,25094,Installment,Maria Harrell,,Repeating Customer
S04605,CU0315,C0132,03-09-2023,2,79089,Credit,Eric Lane,,Repeating Customer
S04606,CU0254,C0125,14-04-2024,3,68503,Installment,Jeff Ellison,,Loyal Customer
S04607,CU0649,C0391,31-03-2023,2,67957,Installment,Ruth Bell,,Repeating Customer
S04608,CU0441,C0186,27-07-2025,2,78997,Cash,Ryan Moreno,,Repeating Customer
S04609,CU0673,C0395,10-08-2023,2,50801,Credit,Brenda Costa,,Repeating Customer
S04610,CU0640,C0270,17-11-2024,3,85490,Installment,Scott Carpenter,,Loyal Customer
S04611,CU1027,C0434,20-06-2025,2,92775,Installment,Donald Simpson,,Repeating Customer
S04612,CU0289,C0428,31-07-2024,1,44919,Credit,David Hubbard,,New Customer
S04613,CU1698,C0368,23-02-2025,2,83769,Credit,Adam Cox,,Repeating Customer
S04614,CU0028,C0458,17-10-2023,3,72234,Credit,Timothy Wright,,Loyal Customer
S04615,CU1244,C0302,04-09-2025,2,68928,Installment,Diana Scott,,Repeating Customer
S04616,CU0517,C0125,21-02-2025,2,32817,Cash,Regina Barnett,,Repeating Customer
S04617,CU1567,C0187,11-09-2023,3,46309,Credit,Darrell Jones,,Loyal Customer
S04618,CU1326,C0274,01-04-2024,1,98020,Cash,Bradley Galvan,,New Customer
S04619,CU0590,C0017,12-07-2023,1,77183,Cash,Cindy Mack,,New Customer
S04620,CU1359,C0044,16-10-2025,2,39239,Installment,Dylan Rivera,,Repeating Customer
S04621,CU1104,C0490,24-01-2025,2,57504,Credit,Jessica Houston,,Repeating Customer
S04622,CU0957,C0423,05-09-2025,2,76655,Cash,Allison Reed,,Repeating Customer
S04623,CU1034,C0454,13-07-2024,1,66606,Installment,Hannah Alexander,,New Customer
S04624,CU0624,C0329,03-08-2024,1,33971,Installment,Hannah Jones,,New Customer
S04625,CU1712,C0318,03-10-2024,3,90306,Cash,Dr. Casey Jackson,,Loyal Customer
S04626,CU1923,C0105,16-11-2022,2,79383,Installment,David Vincent,,Repeating Customer
S04627,CU0192,C0199,21-02-2023,1,51713,Credit,Benjamin Mendoza,,New Customer
S04628,CU0628,C0049,17-03-2024,3,56022,Cash,Kevin Byrd,,Loyal Customer
S04629,CU1334,C0206,21-03-2024,2,52375,Installment,Katherine Pittman,,Repeating Customer
S04630,CU0621,C0050,24-04-2023,1,72290,Cash,Jason Hernandez,,New Customer
S04631,CU1975,C0059,14-12-2024,1,39855,Installment,Crystal Martin,,New Customer
S04632,CU1343,C0326,04-03-2025,1,78270,Installment,Kim Castro,,New Customer
S04633,CU0235,C0322,17-11-2024,2,20048,Cash,Sheena Travis DVM,,Repeating Customer
S04634,CU1419,C0385,24-05-2023,3,58388,Cash,Harry Waters,,Loyal Customer
S04635,CU1112,C0193,28-11-2023,3,66253,Cash,Laura Johnson,,Loyal Customer
S04636,CU0693,C0262,01-07-2025,2,77199,Installment,Carol Swanson,,Repeating Customer
S04637,CU0422,C0297,10-08-2023,2,74908,Installment,Denise Schultz,,Repeating Customer
S04638,CU0374,C0453,27-09-2025,3,21891,Cash,Jeffrey Martinez,,Loyal Customer
S04639,CU1170,C0436,06-11-2022,3,91962,Credit,Anna Foster MD,,Loyal Customer
S04640,CU1931,C0150,08-03-2025,1,41433,Installment,Eugene Flores,,New Customer
S04641,CU0739,C0345,24-03-2025,3,65001,Installment,Nicole Deleon,,Loyal Customer
S04642,CU1249,C0460,23-10-2024,3,74390,Credit,Jordan Evans,,Loyal Customer
S04643,CU1934,C0406,12-11-2024,1,96319,Installment,Renee Mccarty,,New Customer
S04644,CU1054,C0233,20-11-2023,1,77252,Cash,Brian Collins,,New Customer
S04645,CU0610,C0221,03-06-2023,3,40913,Credit,Lisa Price,,Loyal Customer
S04646,CU0869,C0035,01-04-2024,1,73694,Cash,Lauren Gonzalez,,New Customer
S04647,CU0361,C0307,15-10-2023,3,69258,Cash,David Hernandez,,Loyal Customer
S04648,CU1201,C0007,03-07-2025,3,56385,Installment,Brandon Willis,,Loyal Customer
S04649,CU1281,C0047,24-03-2024,2,78100,Installment,James Newton,,Repeating Customer
S04650,CU0417,C0252,17-08-2024,2,68259,Cash,Keith Hunt,,Repeating Customer
S04651,CU0740,C0361,20-08-2024,1,81826,Cash,Katherine Allen,,New Customer
S04652,CU1490,C0368,01-12-2023,3,47642,Credit,Tyler Anderson,,Loyal Customer
S04653,CU1145,C0465,23-08-2023,2,50210,Installment,Carla Gonzales,,Repeating Customer
S04654,CU0031,C0003,18-11-2024,1,49791,Installment,Jennifer Martin,,New Customer
S04655,CU1513,C0468,24-08-2023,2,91268,Credit,Andrew Adams,,Repeating Customer
S04656,CU0004,C0036,05-10-2024,1,90154,Credit,Aaron Davis,,New Customer
S04657,CU0008,C0313,17-01-2023,2,61066,Installment,Michelle Woods,,Repeating Customer
S04658,CU0691,C0300,27-09-2024,3,78243,Cash,Alexandria Floyd,,Loyal Customer
S04659,CU0454,C0344,13-06-2023,2,70507,Credit,Wendy Taylor,,Repeating Customer
S04660,CU0704,C0500,29-10-2023,1,72001,Installment,Jennifer Price,,New Customer
S04661,CU0376,C0163,28-08-2025,1,55946,Credit,Benjamin Harrell,,New Customer
S04662,CU1598,C0497,25-12-2022,1,20640,Cash,April Meyer,,New Customer
S04663,CU1564,C0060,24-10-2023,2,93469,Cash,Destiny Ortega,,Repeating Customer
S04664,CU1147,C0059,26-03-2024,2,44193,Credit,Andrea Alvarado,,Repeating Customer
S04665,CU1392,C0301,17-09-2023,3,23123,Installment,Brittany Meyers,,Loyal Customer
S04666,CU1231,C0074,02-04-2023,2,84669,Installment,Richard Abbott,,Repeating Customer
S04667,CU0780,C0081,20-03-2024,2,70851,Installment,Rachel Payne,,Repeating Customer
S04668,CU1991,C0149,10-09-2024,2,75066,Credit,Bradley Hernandez,,Repeating Customer
S04669,CU0975,C0408,31-10-2023,3,38844,Installment,Michael Vang,,Loyal Customer
S04670,CU0662,C0416,17-09-2023,2,64579,Cash,William Hall,,Repeating Customer
S04671,CU1486,C0005,28-04-2025,1,77853,Cash,Timothy Gaines,,New Customer
S04672,CU1242,C0239,04-02-2025,2,30256,Installment,Sarah Heath,,Repeating Customer
S04673,CU0712,C0084,29-04-2024,1,42584,Installment,Kirsten Bruce,,New Customer
S04674,CU1676,C0493,30-06-2023,1,49474,Cash,Michael Miller,,New Customer
S04675,CU0480,C0476,17-07-2025,1,78510,Cash,Joseph Shepherd,,New Customer
S04676,CU0976,C0187,27-04-2024,3,27825,Credit,Allison Thomas,,Loyal Customer
S04677,CU0355,C0255,14-09-2024,3,69887,Cash,Mr. David Lucero,,Loyal Customer
S04678,CU1515,C0218,05-08-2023,3,53615,Cash,Brian Garcia,,Loyal Customer
S04679,CU1984,C0440,21-08-2025,3,65504,Credit,Debra Hammond,,Loyal Customer
S04680,CU0142,C0048,10-12-2023,2,86843,Cash,Timothy Gonzales,,Repeating Customer
S04681,CU1893,C0231,04-07-2024,1,52743,Installment,Timothy Martinez,,New Customer
S04682,CU1577,C0394,06-01-2023,1,87357,Installment,Alice Armstrong,,New Customer
S04683,CU1546,C0323,30-08-2024,2,98690,Cash,Angela Medina,,Repeating Customer
S04684,CU1667,C0302,20-04-2025,3,39262,Credit,Jennifer Davis,,Loyal Customer
S04685,CU0041,C0487,16-11-2024,2,99559,Cash,Cory Butler,,Repeating Customer
S04686,CU1529,C0029,29-04-2025,2,61416,Credit,Denise Mccarthy,,Repeating Customer
S04687,CU0955,C0096,06-01-2024,3,78437,Cash,Kevin Dominguez,,Loyal Customer
S04688,CU0497,C0348,23-12-2024,1,76693,Installment,Colleen Fisher,,New Customer
S04689,CU0803,C0141,04-09-2024,1,51193,Installment,Alexandra Gonzales,,New Customer
S04690,CU1085,C0331,23-08-2025,2,47061,Credit,Derrick Thomas,,Repeating Customer
S04691,CU0717,C0494,31-10-2023,3,98522,Cash,Mr. Christopher Smith MD,,Loyal Customer
S04692,CU1918,C0136,23-06-2023,2,87136,Credit,Tracy Cohen,,Repeating Customer
S04693,CU0942,C0043,04-12-2024,1,78811,Credit,Jessica Beltran,,New Customer
S04694,CU1075,C0009,15-05-2025,2,37847,Installment,Brittany Jones,,Repeating Customer
S04695,CU1626,C0178,29-08-2024,2,68139,Installment,Bailey Coleman,,Repeating Customer
S04696,CU0400,C0300,08-02-2025,1,73032,Credit,Timothy Anthony,,New Customer
S04697,CU0064,C0160,29-11-2024,2,41617,Cash,Derek Jones,,Repeating Customer
S04698,CU1345,C0381,24-11-2024,2,65116,Credit,Kelly Tanner,,Repeating Customer
S04699,CU0674,C0172,22-04-2025,3,84026,Installment,Luke Delacruz,,Loyal Customer
S04700,CU1481,C0352,29-02-2024,2,87879,Installment,Michael Lester,,Repeating Customer
S04701,CU0005,C0190,20-04-2024,3,47457,Cash,Steven Mejia,,Loyal Customer
S04702,CU0209,C0007,11-04-2024,2,42673,Installment,James Miller Jr.,,Repeating Customer
S04703,CU0330,C0048,20-11-2022,1,64437,Credit,Daniel Cook,,New Customer
S04704,CU1277,C0437,11-05-2023,1,97351,Credit,John Johnson,,New Customer
S04705,CU1101,C0047,29-10-2023,2,50884,Cash,Kimberly Mcintyre,,Repeating Customer
S04706,CU0396,C0212,14-05-2025,2,76191,Cash,Valerie Montgomery,,Repeating Customer
S04707,CU1613,C0153,02-11-2023,2,50138,Cash,Christina Stein,,Repeating Customer
S04708,CU1357,C0017,28-10-2023,1,85036,Credit,Nathaniel Brown,,New Customer
S04709,CU0973,C0088,28-01-2023,1,25246,Credit,Austin Rice,,New Customer
S04710,CU0993,C0005,12-10-2025,3,32740,Credit,Maxwell Wilcox DVM,,Loyal Customer
S04711,CU0963,C0348,11-03-2023,3,25858,Cash,Robin Ayers,,Loyal Customer
S04712,CU1678,C0492,10-03-2025,3,97056,Cash,Juan Young,,Loyal Customer
S04713,CU1473,C0154,18-08-2025,1,82839,Cash,Brenda Cruz,,New Customer
S04714,CU0999,C0208,27-10-2024,3,56980,Cash,Amanda Mullins,,Loyal Customer
S04715,CU0429,C0189,08-10-2023,3,19151,Credit,Steven Cobb,,Loyal Customer
S04716,CU1697,C0340,05-09-2025,1,53520,Installment,Jamie Carr,,New Customer
S04717,CU1148,C0416,03-11-2024,2,47704,Credit,Zachary Harris,,Repeating Customer
S04718,CU1861,C0423,06-11-2022,3,67804,Cash,Sarah Miller,,Loyal Customer
S04719,CU0750,C0247,28-06-2025,2,99717,Installment,Ashley Walters,,Repeating Customer
S04720,CU0503,C0090,19-05-2023,2,55023,Installment,Henry Phillips,,Repeating Customer
